Title,Genre,Rating,Rating Count,Review Data
Pakshi,"Thriller, Adventure",0,0,Pakshi is a cross-cultural film; it can also be called as a road or a travel film.
Arasangam,Action,5,1,A high voltage action movie about a man who goes to Canada to find out the reason behind his missing brother- in-law and stumbles upon an international terrorism plot against India's intellectuals.
Ungala Podanum Sir,"Comedy, Horror",0,0,"Daveeth arrested for killing two of his friends. Arguments going on in the court, Daveeth says ""I'm not the killer, they are the Killers, a true story behind me, if u know the story, you can find that what is truth."
Agam Puram,"Action, Drama",0,0,"Agam Puram is an Indian Tamil action film written and directed by Thirumalai, in his second venture after Thee Nagar. The long-delayed film started production in early 2008 and film features Shaam and Meenakshi in the lead roles.It is the remake of Hollywood film American Gangster starring Russell crowe and Denzel Washington. It released to negative reviews on 10 December 2010."
Apoorva Mahan,Drama,8,1,
Miga Miga Avasaram,Drama,6.5,2,A female cop has a tough time trying to strike a balance between answering nature's call and her duty
6 Athiyayam,"Thriller, Horror",0,0,6 Athiyayam is an anthology that has 6 stories helmed by 6 different directors. All the stories are based on different genres and are penned in a manner that the movie caters to all the sections of the audience with different artists playing the lead. The stories are correlated and the climax of each story is revealed only in the finale that will keep you on the edge of your seat.
Jaggubhai,"Action, Drama",6,1,"Jagannathan, (Sarath Kumar) fondly known as ‘Jaggubhai’. is an Indian Police Officer with sharp methods. His way of dealing the criminals strikes terror in the underground world. Tough is just an ordinary word to describe this upright, straight forward police officer. Jaggubhai is sent to Australia on an important mission to deal with anti social elements there. In Australia, Jaggubai meets Meena (Srisha) and they both fall in love with each other. Jaggubai fails in his mission for which he came to Australia and the brief romance with Meena also ends abruptly...."
Vetri Selvan,"Thriller, Drama",4,2,"Vetri (Ajmal), Professor (Mano) and Ganesh run away from Chennai to Ooty, where they meet a lawyer Sujatha (Radhika Apte). For Sujatha it is love at first sight as she falls for Vetri. Sujatha discovers after an accident that police are on their trail and they are accused in a murder case after escaping from a mental health institute."
Vellikizhamai 13am Thethi,"Comedy, Horror",0,0,It is a thriller comedy that deals with the day Friday the 13th which many believe to be a horrifying one. This movie revolves around the 13 ghosts who try to stop the lead actor`s marriage on a Friday the 13th.
Thenavattu,"Action, Drama, Comedy",7,1,"The film starts with Kailasam (Ravi Kale), the somber bigwig is performing the last rites of some one dear to him—but the appearance of Kottai (Jeeva), first in the chaotic Koovagam festival and later atop a Veeranam pipe, swinging a scythe maniacally sets the tone for the rest of the film. Cut to the flashback a few months ago:In madurai, where Kottai's mother (Saranya Ponvannan) is cutting down logs, and boasting about her son: he's a god who deserves to see the outside world and derive its benefits."
Pattalam,Drama,1,1,"In Holy Bells School, two groups of students constantly fight each other and cause chaos. However, a psychologist named Daisy believes that they can be disciplined through love and positivity."
Rettaisuzhi,"Drama, Romance, Family",3.3,2,"Rettaichuzhi is a 2010 Indian Tamil-language drama film written and directed by newcomer Thamira. It stars ace filmmakers K. Balachander and Bharathiraja in lead roles along with Anjali, debutant Aari, Manobala, Ilavarasu, Karunas and Jayachitra in supporting roles. The film unfolds in a village in Thirunelveli. Ramasamy (K Balachander) is an influential man in the village and he is a devoted to the principles of Congress since his childhood. He is against Singaravelan (Bharathiraja), a Communist.  Their feud runs for over four decades. Even their grand children are against each other and they form gangs to express their enmity. However a romance in the family changes the warm atmosphere.  Susheela (Anjali), brought up in Singaravelan's house is a school teacher who is in love with one Murthy (Aari). Understanding their true love, the children forget their enmity and try to bring both families together and get them wedlocked. Did they succeed in their attempts forms the climax."
Endhiran Making of Robot,Documentary,0,0,"Behind the Scenes of Shankar's Tamil sci-fi epic ""Endhiran"""
Neerthirai,Drama,7,1,"A drama film directed by PS Dharan, starring Nasser and Thalaivasal Vijay in the lead roles."
Kadhal Kan Kattuthe,"Drama, Romance",7.5,2,"Shiva and Athulya try to make their long-distance relationship work. However, Athulya's colleague Karthik develops feelings for her, which complicates the bond between them."
Pandhayam,"Action, Thriller",0,0,"A college student, who is a die hard fan of actor Vijay, falls in love with a beautiful young woman. Trouble erupts when she turns out to be the younger sister of a corrupt minister, who uses all his power to separate them. How will the future unfold for the young lovers?"
Rameswaram,"Action, Drama",0,0,"Vasanthi (Bhavana) is the daughter of the big man (Lal), who does a lot of help for the refugees. Bhavana instantly falls for Jeevan (Jeeva), a Tamil refugee, staying in the camp in Rameswaram. Jeevan, nurturing a dream to go back to his home land, keeps on discouraging the girl, who is stubborn in her love. Jeevan’s heart, influenced by the pure love of the girl, starts melting slowly. Enters Bose Venkat, the cousin of Vasanthi with full of dreams to marry his childhood sweetheart. He joins as an Inspector in the local police station. The whole family is eagerly awaiting their marriage."
Arima Nambi,"Thriller, Action",5.8,6,"When Anamika, the girl who he is on a date with, is kidnapped, Arjun goes to the police for help and gets into a dangerous situation from where there is no escape."
Sathuran,,3,2,An auto driver becomes the prime suspect in a series of murders and has to race against time to save his loved ones and clear his name.
Ponmaalai Pozhudhu,"Drama, Romance",4.5,2,"Classmates Arjun and Divya fall in love out of defiance to her father's handling of their friendship. With fathers who are polar opposites, will this romance end in smiles or tears?"
Ambasamuthiram Ambani,"Comedy, Romance",7,1,"Dandapani (Karunaas), coming from a poor background, nurtures his ambition to become a owner of businesses like Reliance, Vasant &amp; C.o, Saravana Stores, etc. He meets Nandhini (Navneet) who falls in love with him because of his steadfast ambition. He is not in a position to accept owing to his goals. Thereafter he gives all his hard-earned money to Annachi (Kota Srinivasa Rao) to own a shop in his newly constructed complex. Before the construction is over, Annachi dies. Annachi's son does not believe that Dandapani could have given money to his girlfriend and he forcibly chases away Dandapani. Later he learns that Dandapani paid 35 lakhs for the shop from Registrar. Finally Dandapani succeeds in getting a new shop and sets up his supermarket."
Vithagan,"Action, Drama, Romance",6,1,"Vithagan happens to be the 50th film of Parthipan, has him in the role of a police officer, who is brainy as well as brawny."
Avalukkenna Azhagiya Mugam,,0,0,"Three friends, who experienced love failure, go on a trip with another friend of theirs to make his affair a successful one."
Anti Indian,Drama,6,1,Baasha dies just few days before the assembly by-Election for Mylapore constituency while the election campaign by the political parties are in full swing. Various obstacles faced to bury the deceased are revealed.
Vanam,"Thriller, Mystery, Horror",8,1,"An art college student tries to find the reasons behind the mysterious deaths of the people who have stayed in a hostel room, with help from a documentary filmmaker."
Adra Machan Visilu,"Comedy, Romance",1.5,2,Three good-for-nothing young men whose lives revolve around their favourite movie star decide to teach their idol a lesson when they realise that he doesn't care a damn about his fans.
Navarasa Thilagam,Romance,3,2,"A wastrel tries to get the hand of the girl he is in love with but, convincing her father will be most difficult."
Danny,"Thriller, Crime",2,1,"After the police inspector Kunthavai picks up a complex murder case for investigation, she takes the help of Danny, a smart police dog, to unearth a gang of dangerous criminals involved in serial killing"
Eera Nilam,"Romance, Family, Drama",0,0,"Doraisamy lives with his mother and his two sisters-in-law, tending their land while his brothers are off fighting with the military in Kashmir. A local girl is smitten with Doraisamy, and he takes a liking to her as well. Everything is wonderful at home when Doraisamy's brothers come back on leave, but all that is temporary, as his brothers are quickly called back to battle in Kashmir. What transpire later forms the crux of the story"
Poovarasam Peepee,Adventure,3.5,2,"Three boys, who are spending their summer vacation together, witness a crime and decide to bring the guilty to book."
Girivalam,"Drama, Thriller, Romance",0,0,"Girivalam is the remake of  Hindi Humraaz. Shaam and Tanu Rai are newly married. Shaam is a aspiring leader of a small dance group who wants to make it big and quick. Richard is a young rich businessman who is looking for a dance group to perform in his ship's star cruise. Shaam kills a guy who is the rival dance group leader in order to get the star cruise contract.Richard meets Tanu in the ship and falls for her.  He being rich and handsome, Tanu also slowly reciprocates her love."
Ammavin Kaipesi,,3.5,2,"Annamalai (Shanthnoo) is forced to leave home after being accused of stealing by his own family. He finds a job with Chinnapulla, a genial quarry owner who is being swindled by his own employees. While he is gathering proof of these wrongdoings, his loving mother is on the verge of losing her home. Can mother and son get back together?"
Valiyor Silar,"Action, Thriller, Mystery, Crime",9,1,"The struggle between a youngster and a cop. When the policeman snatches the youngster's money, he must find a unique way to get his money back."
Kandaen,Romance,5,2,Kanden movie is an romantic comedy entertainer featuring Santhanu Bhagyaraj and Rashmi Gautham in lead roles along woth comedian Santhanam. The film is directed by Mugil and the music is scored by Vijay Ebanezar.
Kattappava Kaanom,"Action, Comedy, Romance",4.3,3,"A fish belonging to a gangster, who considers it his lucky charm, gets stolen and ends up with a guy whose luck has always been rotten."
Vambu Sandai,,0,0,
Adhe Neram Adhe Idam,Romance,0,0,Adhe Neram Adhe Idam is a romantic based movie in which Jay is searching a suitable job after completing his education but Viji is still a college student. Love crosses their path and what it does to both their lives forms the central plot of the film.
Munnodi,"Thriller, Action",0,0,"A boy grows up hating his brother and becomes an aid of a local don. The don’s relative, however, hates him. Meanwhile, a cop is waiting to take down all three."
Sembula Cheru,Drama,0,0,"Sembula Cheru is a hyperlink-drama short film. The movie took place in a village, it is all about how three different stories end up at one point."
Pichuvakaththi,"Crime, Thriller",0,0,"The lives of three friends, who get booked in a petty offense, turn topsy-turvy when they engage in illegal acts to overcome the hurdles they face."
Nayyapudai,"Romance, Action, Drama",3,1,A 70-year-old man takes on a corrupt assistant commissioner and the gangster whom he is protecting.
Azhagan Azhagi,"Crime, Drama, Romance",0,0,"Selva is a part of a TV crew that makes reality shows for Television. He and his team reach a village for their new reality TV show project. Selva meets Jothi, who is under the custody of a family in the village. The family members want Jothi to get married off to their son, who is a criminal and is going to face death sentence. Jothi, however, wants to be a reality TV show actress. Selva too falls in love with Jothi and both of them elope together. During the process, they mess up with a cop too. What happens to them?"
Vinodhan,Drama,0,1,"Vinodhan is an upcoming Tamil drama film directed by Victor Jayaraj and produced by Prabhu Deva. The film features Varun, Vedhika and Salony Luthra in the leading roles, while Madhan Karky has written the dialogues for the film. The film, which focusses on the issue of obsessive–compulsive disorder, will release in early 2016."
Vidiyatha Iravondru Vendum,"Horror, Thriller",0,0,"A Horror thriller happening during the course of one night, talks about If there's an accident, how we have to be more responsible on the road"
Thiruttukkalyanam,,0,0,
Perazhagi ISO,,0,0,
Onbathu Kuzhi Sampath,"Drama, Romance",6,1,"An angry extrovert hunk falls in love with a introvert village belle, and their love is tested with family pride and honour."
Marumugam,,2,1,"Mayan murders women who repulse him, all the while seeking a homely girl to marry. He finds her in Radhika but when she learns about his dark secret, he decides to kill her as well."
Kadugu,"Comedy, Drama",7.8,4,A common man wages war against an influential personality to seek justice for a 14-year-old girl molested by a corrupt politician.
Pen Vilai Verum 999 Rubai Matume,Drama,0,0,A gang uses hidden cameras to take videos of women during their private time and blackmail them. Many women commit suicide due to the threat of this gang. Police starts to investigate the suicides.
13 aam Pakkam Paarkka,"Horror, Thriller",0,0,"A Horror Film..  Banner: R.V.K. Film Media. Cast: Nalini, RathanMouli, SreeRam Karthik, Sri Priyanka. Direction: Pugalmani. Music: Taj Noor"
Merlin,Drama,0,0,"An upcoming director wants to concentrate on the script that he is working on and wants to make a name. But he never gets any peace because he lives with a roomful of roommates who are so loud and brash all the time that he cannot concentrate on his work. So he comes up with a story of a ghost, who is an actress and haunts their place. The spirit soon comes to life and has an eerie resemblance to Marilyn Monroe. It turns their life upside down and instead of this apparition helping the director; it distracts him more than ever. He loses all his focus and is not able to complete his script, thereby unable to fulfill his dreams of becoming a successful writer. Does the ghost leave them alone in peace?"
Birth,,0,0,An Angry Young Man Is Deeply Affected By The Sufferings Of His Friends Who Struggle To Find A Job. This Leads Him To Lash Out Against The Corrupt Society.
Konjam Konjam,"Crime, Romance, Family, Drama",0,0,"Gokul Krishnan to keep his family members happy and even to earn money, the guy starts his life at the place of Kerala border with the help of Appu Kutty. There, Gokul falls in love with Divya , but her stepmother against to their love. Parallel, Gokul’s sister Priya Mohan, who gets injured in the ear drum while using mobile when it was charged up. Now, continually Gokul’s family faces a lot trouble. On all these issues, how Gokul comes out and starts to lead a happy life is the balance script."
Aaaah,"Horror, Thriller",8.5,1,"Three friends meeting on their reunion are being drawn into a bet to prove the presence of ghosts by a rich schoolmate unexpectedly, leading them to a journey to five different places around the world suspected to be haunted."
Keni,Drama,3,1,When severe drought strikes the village on the Tamil Nadu-Kerala border Indira fights to make the water accessible in the village.
Enga Amma Rani,"Horror, Thriller, Drama",4,1,"When one of her daughters dies and the second one is diagnosed with the same illness, single mom in Malaysia takes her to a hill station, where the girl starts behaving mysteriously."
Kadhal 2 Kalyanam,Romance,0,0,"Kadhal 2 Kalyanam is a Tamil-language romantic comedy film directed by newcomer Milind Rau that stars debutante Sathya, brother of Tamil actor Arya, and Divya Spandana in the lead roles, whilst, Jayashree, Nagendra Prasad, Kasthuri and Anuja Iyer play pivotal roles. Noted film critic Baradwaj Rangan had written the dialogues, while Yuvan Shankar Raja composed the film's score and soundtrack."
Manusanaa Nee,"Thriller, Crime",0,0,"Many youngsters reportedly go missing from the State and police starts investigating the mystery cases. As this happens, a person is treated by a doctor after he gets injured in a fight. He is administered a medicine which is under testing and he gets super human powers. There are also side-effects to the medicine which makes his body decay at a rapid pace. What happens next, what is the medicine that was administered to the hero, what link this has to the missing youngsters forms the rest of the story."
Thozha,,0,0,"Premji, Vijay Vasanth, and Nithin Sathya are close friends. Ajay Raj, who is out to avenge the killing of his younger sister by her boyfriend, also joins these friends. In this situation, a rowdy's daughter, Jennifer, loves Ajay, but he does not reciprocate. He has to first kill the person who cheated his sister and took her life. When it is known that it is Nitin Sathya who is the culprit, Ajay picks up an 'aruval' and rushes to confront Nitin. In the meantime, Nitin hires a mercenary paying him Rs 5 lakes to kill Ajay. The friends are divided and the outcome of the clashes between them forms the climax."
Vilai,Documentary,0,0,"Director: G. Kamaraj  Music Director: D. Imman  Cast: Bharani, Amarasigamani, Mohanapriya, Saravanan, Bhanuchandar, Balaji, Udhayathara, Reethu, Madhumitha, Fathima"
Maharaja,,0,0,"Mahadevan (Nassar), a middle-aged government employee who leads a very normal family life with his wife, a son and his father who is also living with him. He lives a budget life, rides an old scooter, wears out-of-fashion clothes and bears a sullen expression on his face for all the reasons above. He is unhappy with his present life which is monotonous and feels that he should lives a modernized life which he has missed in his earlier life."
Marumunai,Romance,4,1,"Kathir (Maruthi), a medical college student from a poor family, falls in love with Charumathi (Mrudhula Bhaskar), a rich girl. As expected, their parents oppose their love and as a result, the young couple decide to die together if they can't live together. They elope with the intention of committing suicide. But when the time comes, only Charu takes the extreme step. Kathir refrains for a reason..."
Connect,"Horror, Thriller",9,2,The announcement of a nation-wide lock-down due to the spread of COVID-19 pandemic disrupts the peace of a family. What follows is a series of bizarre events as one of them tries to invite the spirit of a family member.
Border,"Action, Thriller",0,0,An investigative crime thriller.
Dhaya,"Action, Drama",0,0,"Rudrayya, a retired soldier, wants to settle scores with Sharada Amma, a woman who runs an orphanage. He hires Dhaya who disguises himself as Sharada Amma's driver while planning her downfall."
University,"Thriller, Comedy, Romance",0,0,"This movie is about a socially awkward college student named Gandhi (Jeevan), who cannot seem to have joyful social interactions with people. He greatly differs from his peers-he doesn't smoke, drink or participate in any vices, which immediately sets him apart when it comes to friendships."
Bayam Oru Payanam,"Horror, Thriller",5,1,"A passionate photographer, who gets stuck in a terror-stricken atmosphere, tries to save himself and his family from an unknown evil force."
Sinthamal Sitharamal,,0,0,"Sinthamal Sitharamal Cast: Abbas, Nadhitha Music: Barani Year: 2004"
Atti,"Comedy, Drama",10,1,"Bava lives in a lower middle class tenement in Triplicane, Chennai. He runs a water can business along with his friends. He also sings Gana songs in death ceremonies. During one such occasion he crosses swords with a local thug Mookuthi and gets a mobile phone while running for his life on the road. The owner of the mobile phone is the heroine and she wants it back. Bava’s repeated attempts to meet her and hand over the mobile fail due to various reasons and when he finally meets her with the mobile, he is brutally attacked by a group of goons and the mobile goes missing again.A local paid killer Radha is hired by a wealthy builder to kill Bava and snatch the phone from him. Whether Bava manages to escape the bid to kill him? What happen to the mobile phone and what is the reason behind the phone becoming a threat to his life? These questions are answered in the rest of the film."
Maiem,Thriller,3,1,"Three people are trapped inside an ATM on the outskirts of the city with a stranger waiting outside to attack them. With no means to seek help, can they get out alive?"
Aivaraattam,,5,1,"A village's junior and senior teams compete against one another for the cup in a football tournament. But there's more at stake here as the team has stepbrothers playing against each other, and warring brothers as coaches."
Kangaroo,,4,1,"Murugesan aka Kangaroo cares so deeply for his sister Azhagu, whom the local pimp Ticket is lusting after. And then, when the men Azhagu agrees to marry die one after the other in seemingly natural circumstances, questions arise. Who murdered them and to what end?"
Azhagai Irukkirai Bayamai Irukkirathu,Romance,4,1,"Mano loves Jo but when he realises that Jo is in love with Prem, he decides to help her in winning Prem's love."
Mayanginen Thayanginen,Drama,0,0,"Mayanginen Thayanginen starring nithin sathya &amp; Disha Pandey of Thamizh Padam fame.Hero is a call taxi driver,the character is an extrovert who falls in love with a telephone operator. It’s an interesting love story with a twist with ample scope for experimentation with emotions."
Suzhal,Drama,0,0,"The story is set around a young man. prabhu, an engineering college student and his friends including five girls."
Thaalikaatha Kaaliamman,"Drama, Fantasy, Horror",0,0,Bose (Prabhu) and his cousin Pandi (Pandiarajan) come to a village to discover the miracles of the village's Goddess.
Perumal,,4,1,"The movie begins in a hospital, where a mafia is involved in adulterating drugs. Unfortunately, a junior doctor (Meenakshi) manages to stumble upon their anti-social act. To safeguard themselves, the gang sets out to wipe out the junior doctor.  She meets Perumal (Sundar C), a petty thief who does the job of recovering loan for an agency. He eventually vows to protect the junior doctor from her distress by putting an end to the gang and their atrocities."
First Nights,"Comedy, Drama, Romance",0,0,A narrative 4-chapter anthology featuring 7 couples with one backdrop - their first night of marriage.
Thai Nilam,"Family, Drama, War",0,0,A father and his daughter came to India as refugees post-war in their country. Few good hands help them to rebuild their lifestyle.
Naaye Paeye,"Comedy, Horror",0,0,"Four friends, who kidnap a girl for ransom, get the shock of their life after realising that she is a ghost."
Pallavan,"Drama, Romance",0,0,"Pallavan, a happy go lucky college student cum ruffian falls in love with Meena during one of his bus journeys to college. But she is in love with Pallavan's younger brother, who does not have the guts to express his love. Pallavan does not realize that his dream lover is his brother's secret object of love!  Another twist is that Meena is a minister's daughter and has a twin sister. What transpires later forms the crux of the story."
Amanuda Bhayam,"Horror, Mystery",0,0,This film shows the research project of a parapsychology student named Abdul who visits a haunted forest with his friend Subramani.
Ettu Thikkum Para,Drama,0,0,"Ambedkar, a social activist, gets involved in the dark side of the government. As a result, his son and friends are killed. A lower caste individual desires to marry a girl from a higher caste. A woman leaves for Chennai to marry the man of her choice. A man is in need of Rs 20,000 to save his son's life. How these separate stories interact forms the rest of the story."
Puli Varudhu,"Action, Drama, Comedy",0,0,"Ramesh (Githan ramesh) son of Manivannan and Saranya. Manivannan is the leading Ad-Film maker. Karupa (Karunaas) and other friends stay in Ramesh's house as paying guests. Ramesh's parents treat them as their own. Manivannan and Saranya desperately want their son to fall in love and get married. Ramesh prefers arranged marriage.A mutual friend of Ramesh and Karunaas is getting a fixed marriage. Along with Karunaas, Ramesh goes to their friend's village to attend the marriage. On the way there he dreams he meets a beautiful girl, but also that his friend would die in an accident...."
Coffee Cafe,Drama,0,0,"This film features four stories of four characters connected to each other. Vinothini an independent divorcee runs a coffee café and creates modern plays based on the street play 'Therukoothu. Kaveri, a 40-year-old transgender works at the coffee shop as housekeeping. Senthil an independent filmmaker who struggles for his debut film is in a financial crisis. Pooja, a freaky girl wants to live life on her terms and on one particular night, an incident makes them all connect which one leads the plot."
Kannula Kaasa Kattappa,"Comedy, Drama",0,0,"A drama film directed by Major Gowtham, starring Aravind Akash, Ashwathy Ravikumar and Chandini Tamilarasan in the lead roles."
Geethaiyin Raadhai,"Comedy, Romance",0,0,"A romantic Indian comedy that tells the story of a girl who finds the hero of her life and the two of them eventually fall in love with each other. However, they must also work together to overcome the hardship in their journey of love."
Aaruthra,Drama,0,0,"Shattered by his sister’s cruel murder, a sculptor awards death punishments to those who are behind the brutal act in different ways"
Azhagiya Pandipuram,Drama,0,0,"Azhagiya Pandipuram is a Tamil comedy movie released on Dec 5th 2014. Elango Nagarajah and Anjena Kirti were in the leading role along with M.S Baskar, Manobala, Panju Subbu, Sriman, Devadarshini, Meera Krishnan, Fathima Babu, Yuvarani and many others. The movie was directed by N.Rayan and produced by N.Kirubakaran under the banner of Thaimann Production. Bharathwaj composed 5 songs and background music for this film. The film was shot in the Theni, Karaikkudi and Kodaikanal areas in Tamil Nadu."
Kayiru,Drama,0,0,A man goes with his cow to foretell the fortunes and fate of the people's home that he visits happens to fall in love with a local woman which stirs up a lot of trouble for them.
Meendum Oru Mariyathai,Drama,0,0,A girl who decides to commit suicide owing to personal issues befriends a septuagenarian who has been abandoned by his son. A 10-day trip to an exotic place changes their respective lives.
En Sangathu Aala Adichavan Evanda,Drama,0,0,"A comedy film directed by Naveen Manikandan, starring Vikkas, Madhumitha, Ramar and Rahul Thatha in the lead roles."
Nungambakkam,"Crime, Thriller",0,0,"The story based on the sensational Swathi murder case. Nungambakkam title refers to the railway station in Chennai where the 24-year-old software engineer Swathi was stabbed to death. Swathi was murdered when she was waiting for the train in the morning at the Nungambakkam railway station on June 24, 2016."
Kalavu Thozhirchalai,"Drama, Crime",0,0,An idol smuggler comes to a village to steal a valuable idol and convinces a local small-time thief to help him. Do they succeed?
Unmaiyen Velicham,"Drama, Thriller",0,0,"A thriller film directed by PK Sivakumar, starring Kirthi Krishna, Nizhalgal Ravi and Vijay Aathik in the lead roles."
Pattipulam,"Comedy, Romance",0,0,"Due to street racing by local guys, a girl looses her parents and she takes revenge on the street racer!"
Thulli Vilayadu,"Comedy, Crime, Thriller",0,0,"Three friends - an aspiring businessman, a wannabe actor and a small-time politician - are trying their best to get a break that can change their lives for the better. In a windfall, they get Rs18 crore which belongs to politician Saamy Malai (Jayaprakash). Malai seeks thug Singamuthu's (Prakash Raj) help to trace the money."
Papparapaam,"Romance, Comedy",0,0,Papparapaam traces the life of a man who wakes up at his funeral.
120 KMPH,Drama,0,0,"Jenny, who works in an IT company, is an acquaintance of Actress Shruthika. When Jenny decided to become an actress, she turned to Sruthika for help. Shruthika promises to help him, if she agrees to some conditions."
She's No More,"Romance, Drama",10,1,This film is dedicated to all the youngsters who have lost their lives
Haiku Love,"Romance, Comedy",0,0,The film is inspired by Maestro Ilaiyaraaja's use of counterpoint in the song 'En Kanmani' from Chittu Kuruvi (1978).
Meippada Sei,Family,0,0,"Four ignorant boys were surviving their life with the support of parents in Tanjore village, one of them (Muthupandi) falling in love, thereby, opposition occurring, cause of lower & upper casting and racism, then how he got marry with his girlfriend moreover, to escaping from their parents, the couple has decided to moved towards Chennai along with friends of muthupandi, After arrival at Chennai before start-up of their life over there, unfortunately, they found the injured hand of the someone’s body in dead condition at the back side of their residence, scared and reported to the nearby police station, accordingly, they got assaulted by concerned local gangster. The Meippada Sei Climax would be illustrated: Whether the criminal has been punished by Indian law? Or Ignorant / village people? And how are they rejoining their families? The movie will be a family entertainer and contains the 4 fights & 4 songs, moreover with the message of sexual harassment/ abuse for society."
Aruva Sanda,"Action, Drama, Family",0,0,
Oonkaram,Action,0,0,"Set against the backdrops of Madurai city,the story revolves around a girl ,who pursues a graduation course at a private college,where she undergoes sexual harassment.Her attempts to raise her voice against these evil miscreant  go eclipsed due to the strong influence of money and the domination of the ruling class  During this juncture , She meets a social activist named puli and shares pathos. The crux of the film is all about the attempts of the character’ puli ‘ who want to seek justice for the sake of this innocent girl and bring the evildoers before the law"
Dear Death,"Drama, Thriller, Fantasy",0,0,"What if that death is a person, and has a perspective, what if death explains or narrates his point of view. Death explains the stories of four people he met."
V3,"Crime, Thriller, Action, Drama",0,0,"Human rights commission of India appoint Sivagami, an ex-IAS officer, to interrogate the police officials in-charge of the encounter of five youngsters,  for allegedly raping and murdering an innocent girl, Vindhya and find out what had actually happened. Sivagami's interrogation leads to a series of revelations that shock Sivagami and the parents of the youngsters who died in the encounter."
Enjoy,Romance,0,0,"The domination of social media which paves the way for opportunities for everyone to express their thoughts and opinions freely not only provided vast benefit to the audience but it also created waves of disaster in the society.  To present themselves with fashion and prestigious gadgets,  few youngsters step into this new technological world with the intention changing their lives overnight. Was this actually an opportunity to transform their lives or absolute disaster waiting in the dark shades is the story of ENJOY that will reveal.  A strong social message and multitude of complications intertwined in the story, the director chose adult comedy with intense materials of laughter through youngster’s language of new technological era.  The movie will make you laugh, cry and reshape your belief of the current events happening in everyone's home."
Katchikkaaran,Drama,0,0,"A party cadre, who is very loyal to his leader and works very hard for the party  and does not  even care about anything else including his personal life. When the same cadre is affected by the actions of the same leaders, he rises against him"
Project C (Chapter 2),"Crime, Action",0,0,An unemployed youngster gets a job that puts his life in a Topsy Turvy Game.
Estate,"Horror, Thriller",0,0,"A journalist, along with her colleagues, decides to investigate the Covelone Estate, which is believed to be haunted. What follows is a series of events that puts their lives in danger."
The Rat,"Comedy, Crime",0,0,"Alphonse Puthren's Segment from ""Aviyal""(Treasure)"
Pambattam,,0,0,Not found any data about this movie
The Angel,"Action, Comedy",0,0,A Clash between a Gangster and A Police happens in Chennai.
Powder,"Thriller, Crime, Drama",0,0,"A tale of five breathtaking and ravaging events occurring in one night. Samy murdering the man who cheated his daughter; A bunch of youngsters murder a local politician, butcher and transporting his remains in tea cans; A doctor is driving away hours before her wedding to settle an unfinished business; Parattai an out of work make-up man gets his hands dirty to earn some money; and there’s a burglar duo, and then there’s a cop,  Raghavan NM, who tries hard to bind these threads together."
Dhammam,Drama,0,0,A Buddhist parable about a Father and Daughter
What Happened,Comedy,0,0,Nalan's first short film comedy based on his college memories
Nenjuku Neethi,,0,0,Nalan Kumarasamy's first short film project for Naalaiya Iyakunar
Facebook,Comedy,0,0,The Present generation story of how facebook plays a role in people's life
Dhadha,"Comedy, Drama",0,0,
Athiyayam,Drama,0,0,Based on the touching short story by Melanmai Ponnusamy.  A Family Man gets into addiction of alcohol and finds hard to feed his family
Valentine @3,,0,0,"An anthology of stories following three gay men in different stages of their journey through life and love. The first story narrates a teenager’s feelings towards his school and college crush, and his mother’s understanding of his sexuality. The second story deals with two gay men deciding to get married in an unexpected context. The third story will follow a conversation between a cab driver and his passenger."
Winter Opera,"Drama, Mystery",0,0,"An amateur writer has been working on his book for the past 2 years, but things take a turn when he starts to question his talent and ambition."
College Road,,0,0,"Ajay, a college student develops software to help nab cyber criminals. At the same time, a cyber crime spree is happening in Chennai. The story revolves around Ajay's college days as he develops the software, falls in love, and heads toward his future. Will he be able to capture the criminals with his software"
Film - The film,"Drama, Family",0,0,Casteism. Hot gay sex. Infidelity. Social Message .  The film has it all.
Oru Nalla Tamizh Paatin Mudhal Vari,"Drama, Comedy",8,2,A film on Procrastination made by Procrastinating a bit too much.
Sanjeevan,"Thriller, Drama",0,0,A thrilling snooker game leads Nilan and his friends on a road trip that leads to an unexpected turn of events.
Aattral,"Thriller, Action",7,1,"A mechanical engineer has an aim of inventing unmanned car and his father manages to get money required for project, but dies in a road accident.  A robbery attempt stopped by him leads him to the suspicion about his father's death.He sets out to find the truth with his unmanned car named Roger."
MITTA MIRASU,"Drama, Comedy, Action",6,1,Chellaiya is at loggerheads with his uncle Masilamani and his two sons for backstabbing his father. Things take a turn when Chellaiya's brother and his wife grow closer to their uncle's family.
Banda Paramasivam,,0,0,Pandiyan and Cheran are step brothers. They want to outdo each other in everything. When they try to marrying off their daughters the fun starts.
Veerapuram 220,Thriller,0,0,Veerapuram 220 film directed by  B. Senthil Kumar
KADAL,Music,0,0,A girl standing alone in the beach remembers moments with her ex at the same place .Yet even in solitude she finds peace
Yuddha Kaandam,Action,7,1,
Viyuham,"Adventure, Drama, Crime",0,0,A group of friends with dreams planned to loot a huge amount from a businesswoman by kidnapping her husband.
Not Reachable,Crime,0,0,Cops got a notification through the kavalan app that an IT girl was kidnapped. when the police arrived the spot the girl got murdered but cop was confused that the victim is not a kidnapped girl.  Then where is the kidnapped girl?  An interesting conclusion covered by a psycho lesbian killer...
Padam - The Film,"Comedy, Drama",0,0,Three sets of college students react to a pending film assignment
